entity_id,type,debit,credit,amount,currency,fee,tax,on_hold,settled,created_at,settled_at,settlement_id,posted_at,description,notes,payment_id,settlement_utr,order_id,order_receipt,method,card_network,card_issuer,card_type,dispute_id
pay_7_00157,payment,0,238949,238949,INR,4779,860,false,true,1781654400,1781654400,setl_7_008,1781654400,payment settled,,pay_7_00157,UTR700081554,ord_7_00157,,card,,,,
pay_7_00158,payment,0,16367600,16367600,INR,327352,58923,false,true,1781654400,1781654400,setl_7_008,1781654400,payment settled,,pay_7_00158,UTR700081554,ord_7_00158,,card,,,,
pay_7_00159,payment,0,3389949,3389949,INR,67799,12204,false,true,1781654400,1781654400,setl_7_008,1781654400,payment settled,,pay_7_00159,UTR700081554,ord_7_00159,,card,,,,
pay_7_00161,payment,0,125600,125600,INR,2512,452,false,true,1781654400,1781654400,setl_7_008,1781654400,payment settled,,pay_7_00161,UTR700081554,ord_7_00161,,card,,,,
pay_7_00162,payment,0,700000,700000,INR,14000,2520,false,true,1781654400,1781654400,setl_7_008,1781654400,payment settled,,pay_7_00162,UTR700081554,ord_7_00162,,upi,,,,
pay_7_00163,payment,0,3100,3100,INR,62,11,false,true,1781654400,1781654400,setl_7_008,1781654400,payment settled,,pay_7_00163,UTR700081554,ord_7_00163,,netbanking,,,,
pay_7_00164,payment,0,15583875,15583875,INR,311678,56102,false,true,1781654400,1781654400,setl_7_008,1781654400,payment settled,,pay_7_00164,UTR700081554,ord_7_00164,,card,,,,
pay_7_00165,payment,0,700000,700000,INR,14000,2520,false,true,1781654400,1781654400,setl_7_008,1781654400,payment settled,,pay_7_00165,UTR700081554,ord_7_00165,,upi,,,,
pay_7_00167,payment,0,25367200,25367200,INR,507344,91322,false,true,1781654400,1781654400,setl_7_008,1781654400,payment settled,,pay_7_00167,UTR700081554,ord_7_00167,,netbanking,,,,
pay_7_00168,payment,0,24999,24999,INR,500,90,false,true,1781654400,1781654400,setl_7_008,1781654400,payment settled,,pay_7_00168,UTR700081554,ord_7_00168,,card,,,,
pay_7_00169,payment,0,436099,436099,INR,8722,1570,false,true,1781654400,1781654400,setl_7_008,1781654400,payment settled,,pay_7_00169,UTR700081554,ord_7_00169,,card,,,,
pay_7_00170,payment,0,442800,442800,INR,8856,1594,false,true,1781654400,1781654400,setl_7_008,1781654400,payment settled,,pay_7_00170,UTR700081554,ord_7_00170,,card,,,,
rfnd_7_00171,refund,221400,0,221400,INR,0,0,false,true,1781654400,1781654400,setl_7_008,1781654400,refund settled,,rfnd_7_00171,UTR700081554,ord_7_00170,,card,,,,
rfnd_7_00160,refund,847487,0,847487,INR,0,0,false,true,1781827200,1781827200,setl_7_009,1781827200,refund settled,,rfnd_7_00160,,ord_7_00159,,card,,,,
pay_7_00172,payment,0,23500,23500,INR,705,127,false,true,1781827200,1781827200,setl_7_009,1781827200,payment settled,,pay_7_00172,,ord_7_00172,,intl_card,,,,
pay_7_00173,payment,0,12499,12499,INR,250,45,false,true,1781827200,1781827200,setl_7_009,1781827200,payment settled,,pay_7_00173,,ord_7_00173,,card,,,,
pay_7_00174,payment,0,9932625,9932625,INR,198652,35757,false,true,1781827200,1781827200,setl_7_009,1781827200,payment settled,,pay_7_00174,,ord_7_00174,,card,,,,
pay_7_00175,payment,0,500000,500000,INR,10000,1800,false,true,1781827200,1781827200,setl_7_009,1781827200,payment settled,,pay_7_00175,,ord_7_00175,,upi,,,,
pay_7_00176,payment,0,300000,300000,INR,6000,1080,false,true,1781827200,1781827200,setl_7_009,1781827200,payment settled,,pay_7_00176,,ord_7_00176,,upi,,,,
pay_7_00178,payment,0,300000,300000,INR,6000,1080,false,true,1781827200,1781827200,setl_7_009,1781827200,payment settled,,pay_7_00178,,ord_7_00178,,upi,,,,
pay_7_00179,payment,0,6598500,6598500,INR,131970,23755,false,true,1781827200,1781827200,setl_7_009,1781827200,payment settled,,pay_7_00179,,ord_7_00179,,card,,,,
pay_7_00180,payment,0,53850,53850,INR,1077,194,false,true,1781827200,1781827200,setl_7_009,1781827200,payment settled,,pay_7_00180,,ord_7_00180,,card,,,,
pay_7_00181,payment,0,29200,29200,INR,584,105,false,true,1781827200,1781827200,setl_7_009,1781827200,payment settled,,pay_7_00181,,ord_7_00181,,card,,,,
pay_7_00182,payment,0,300000,300000,INR,6000,1080,false,true,1781827200,1781827200,setl_7_009,1781827200,payment settled,,pay_7_00182,,ord_7_00182,,upi,,,,
pay_7_00183,payment,0,2142200,2142200,INR,42844,7712,false,true,1781827200,1781827200,setl_7_009,1781827200,payment settled,,pay_7_00183,,ord_7_00183,,card,,,,
pay_7_00184,payment,0,41856549,41856549,INR,837131,150684,false,true,1781827200,1781827200,setl_7_009,1781827200,payment settled,,pay_7_00184,,ord_7_00184,,card,,,,
rfnd_7_00185,refund,10464137,0,10464137,INR,0,0,false,true,1781827200,1781827200,setl_7_009,1781827200,refund settled,,rfnd_7_00185,,ord_7_00184,,card,,,,
pay_7_00186,payment,0,302349,302349,INR,6047,1088,false,true,1781827200,1781827200,setl_7_009,1781827200,payment settled,,pay_7_00186,,ord_7_00186,,card,,,,
pay_7_00187,payment,0,450000,450000,INR,9000,1620,false,true,1781827200,1781827200,setl_7_009,1781827200,payment settled,,pay_7_00187,,ord_7_00187,,upi,,,,
pay_7_00188,payment,0,3076500,3076500,INR,61530,11075,false,true,1781827200,1781827200,setl_7_009,1781827200,payment settled,,pay_7_00188,,ord_7_00188,,card,,,,
rfnd_7_00177,refund,300000,0,300000,INR,0,0,false,true,1782000000,1782000000,setl_7_010,1782000000,refund settled,,rfnd_7_00177,UTR700108783,ord_7_00176,,card,,,,
pay_7_00189,payment,0,1799575,1799575,INR,35992,6479,false,true,1782000000,1782000000,setl_7_010,1782000000,payment settled,,pay_7_00189,UTR700108783,ord_7_00189,,card,,,,
pay_7_00190,payment,0,6700,6700,INR,134,24,false,true,1782000000,1782000000,setl_7_010,1782000000,payment settled,,pay_7_00190,UTR700108783,ord_7_00190,,card,,,,
pay_7_00191,payment,0,200000,200000,INR,4000,720,false,true,1782000000,1782000000,setl_7_010,1782000000,payment settled,,pay_7_00191,UTR700108783,ord_7_00191,,upi,,,,
pay_7_00192,payment,0,1536500,1536500,INR,30730,5531,false,true,1782000000,1782000000,setl_7_010,1782000000,payment settled,,pay_7_00192,UTR700108783,ord_7_00192,,card,,,,
pay_7_00193,payment,0,200000,200000,INR,4000,720,false,true,1782000000,1782000000,setl_7_010,1782000000,payment settled,,pay_7_00193,UTR700108783,ord_7_00193,,upi,,,,
pay_7_00194,payment,0,190400,190400,INR,3808,685,false,true,1782000000,1782000000,setl_7_010,1782000000,payment settled,,pay_7_00194,UTR700108783,ord_7_00194,,card,,,,
rfnd_7_00195,refund,47600,0,47600,INR,0,0,false,true,1782000000,1782000000,setl_7_010,1782000000,refund settled,,rfnd_7_00195,UTR700108783,ord_7_00194,,card,,,,
pay_7_00196,payment,0,100000,100000,INR,2000,360,false,true,1782000000,1782000000,setl_7_010,1782000000,payment settled,,pay_7_00196,UTR700108783,ord_7_00196,,upi,,,,
pay_7_00197,payment,0,2960750,2960750,INR,59215,10659,false,true,1782000000,1782000000,setl_7_010,1782000000,payment settled,,pay_7_00197,UTR700108783,ord_7_00197,,card,,,,
pay_7_00198,payment,0,250000,250000,INR,5000,900,false,true,1782000000,1782000000,setl_7_010,1782000000,payment settled,,pay_7_00198,UTR700108783,ord_7_00198,,upi,,,,
pay_7_00199,payment,0,802650,802650,INR,16053,2890,false,true,1782000000,1782000000,setl_7_010,1782000000,payment settled,,pay_7_00199,UTR700108783,ord_7_00199,,card,,,,
pay_7_00200,payment,0,309575,309575,INR,6192,1115,false,true,1782000000,1782000000,setl_7_010,1782000000,payment settled,,pay_7_00200,UTR700108783,ord_7_00200,,card,,,,
pay_7_00201,payment,0,2793875,2793875,INR,55878,10058,false,true,1782000000,1782000000,setl_7_010,1782000000,payment settled,,pay_7_00201,UTR700108783,ord_7_00201,,card,,,,
pay_7_00202,payment,0,2793875,2793875,INR,55878,10058,false,true,1782000000,1782000000,setl_7_010,1782000000,payment settled,,pay_7_00202,UTR700108783,ord_7_00201,,card,,,,
pay_7_00203,payment,0,700000,700000,INR,14000,2520,false,true,1782000000,1782000000,setl_7_010,1782000000,payment settled,,pay_7_00203,UTR700108783,ord_7_00203,,upi,,,,
pay_7_00204,payment,0,13875,13875,INR,278,50,false,true,1782000000,1782000000,setl_7_010,1782000000,payment settled,,pay_7_00204,UTR700108783,ord_7_00204,,card,,,,
pay_7_00205,payment,0,39353875,39353875,INR,787078,141674,false,true,1782000000,1782000000,setl_7_010,1782000000,payment settled,,pay_7_00205,UTR700108783,ord_7_00205,,netbanking,,,,
pay_7_00206,payment,0,21075,21075,INR,422,76,false,true,1782000000,1782000000,setl_7_010,1782000000,payment settled,,pay_7_00206,UTR700108783,ord_7_00206,,card,,,,
pay_7_00207,payment,0,896900,896900,INR,17938,3229,false,true,1782000000,1782000000,setl_7_010,1782000000,payment settled,,pay_7_00207,UTR700108783,ord_7_00207,,card,,,,
pay_7_00208,payment,0,18357775,18357775,INR,367156,66088,false,true,1782000000,1782000000,setl_7_010,1782000000,payment settled,,pay_7_00208,UTR700108783,ord_7_00208,,card,,,,
pay_7_00209,payment,0,90000,90000,INR,1800,324,false,true,1782000000,1782000000,setl_7_010,1782000000,payment settled,,pay_7_00209,UTR700108783,ord_7_00209,,upi,,,,
pay_7_00210,payment,0,6625,6625,INR,132,24,false,true,1782000000,1782000000,setl_7_010,1782000000,payment settled,,pay_7_00210,UTR700108783,ord_7_00210,,card,,,,
pay_7_00211,payment,0,6625,6625,INR,132,24,false,true,1782000000,1782000000,setl_7_010,1782000000,payment settled,,pay_7_00211,UTR700108783,ord_7_00210,,card,,,,
pay_7_00212,payment,0,4300,4300,INR,129,23,false,true,1782172800,1782172800,setl_7_011,1782172800,payment settled,,pay_7_00212,,ord_7_00212,,intl_card,,,,
pay_7_00213,payment,0,11146500,11146500,INR,222930,40127,false,true,1782172800,1782172800,setl_7_011,1782172800,payment settled,,pay_7_00213,,ord_7_00213,,netbanking,,,,
pay_7_00214,payment,0,7199,7199,INR,144,26,false,true,1782172800,1782172800,setl_7_011,1782172800,payment settled,,pay_7_00214,,ord_7_00214,,card,,,,
pay_7_00215,payment,0,90000,90000,INR,1800,324,false,true,1782172800,1782172800,setl_7_011,1782172800,payment settled,,pay_7_00215,,ord_7_00215,,upi,,,,
pay_7_00216,payment,0,20000,20000,INR,400,72,false,true,1782172800,1782172800,setl_7_011,1782172800,payment settled,,pay_7_00216,,ord_7_00216,,upi,,,,
pay_7_00217,payment,0,70000,70000,INR,1400,252,false,true,1782172800,1782172800,setl_7_011,1782172800,payment settled,,pay_7_00217,,ord_7_00217,,upi,,,,
pay_7_00218,payment,0,7075200,7075200,INR,212256,38206,false,true,1782172800,1782172800,setl_7_011,1782172800,payment settled,,pay_7_00218,,ord_7_00218,,intl_card,,,,
pay_7_00219,payment,0,7750,7750,INR,155,28,false,true,1782172800,1782172800,setl_7_011,1782172800,payment settled,,pay_7_00219,,ord_7_00219,,netbanking,,,,
pay_7_00220,payment,0,12000,12000,INR,240,43,false,true,1782172800,1782172800,setl_7_011,1782172800,payment settled,,pay_7_00220,,ord_7_00220,,card,,,,
pay_7_00221,payment,0,250000,250000,INR,5000,900,false,true,1782172800,1782172800,setl_7_011,1782172800,payment settled,,pay_7_00221,,ord_7_00221,,upi,,,,
pay_7_00222,payment,0,441499,441499,INR,8830,1589,false,true,1782172800,1782172800,setl_7_011,1782172800,payment settled,,pay_7_00222,,ord_7_00222,,netbanking,,,,
pay_7_00223,payment,0,103525,103525,INR,3106,559,false,true,1782172800,1782172800,setl_7_011,1782172800,payment settled,,pay_7_00223,,ord_7_00223,,intl_card,,,,
pay_7_00224,payment,0,450000,450000,INR,9000,1620,false,true,1782172800,1782172800,setl_7_011,1782172800,payment settled,,pay_7_00224,,ord_7_00224,,upi,,,,
pay_7_00225,payment,0,40000,40000,INR,800,144,false,true,1782172800,1782172800,setl_7_011,1782172800,payment settled,,pay_7_00225,,ord_7_00225,,upi,,,,
pay_7_00226,payment,0,17049799,17049799,INR,340996,61379,false,true,1782172800,1782172800,setl_7_011,1782172800,payment settled,,pay_7_00226,,ord_7_00226,,card,,,,
pay_7_00227,payment,0,21400,21400,INR,428,77,false,true,1782172800,1782172800,setl_7_011,1782172800,payment settled,,pay_7_00227,,ord_7_00227,,card,,,,
pay_7_00228,payment,0,350000,350000,INR,7000,1260,false,true,1782172800,1782172800,setl_7_011,1782172800,payment settled,,pay_7_00228,,ord_7_00228,,upi,,,,
rfnd_7_00229,refund,87500,0,87500,INR,0,0,false,true,1782172800,1782172800,setl_7_011,1782172800,refund settled,,rfnd_7_00229,,ord_7_00228,,card,,,,
pay_7_00230,payment,0,800000,800000,INR,16000,2880,false,true,1782172800,1782172800,setl_7_011,1782172800,payment settled,,pay_7_00230,,ord_7_00230,,upi,,,,
pay_7_00231,payment,0,13869849,13869849,INR,277397,49931,false,true,1782172800,1782172800,setl_7_011,1782172800,payment settled,,pay_7_00231,,ord_7_00231,,card,,,,
pay_7_00232,payment,0,30000,30000,INR,600,108,false,true,1782172800,1782172800,setl_7_011,1782172800,payment settled,,pay_7_00232,,ord_7_00232,,upi,,,,
rfnd_7_00233,refund,7500,0,7500,INR,0,0,false,true,1782172800,1782172800,setl_7_011,1782172800,refund settled,,rfnd_7_00233,,ord_7_00232,,card,,,,
pay_7_00234,payment,0,38075,38075,INR,762,137,false,true,1782172800,1782172800,setl_7_011,1782172800,payment settled,,pay_7_00234,,ord_7_00234,,card,,,,
pay_7_00235,payment,0,16258649,16258649,INR,325173,58531,false,true,1782345600,1782345600,setl_7_012,1782345600,payment settled,,pay_7_00235,UTR700122999,ord_7_00235,,card,,,,
pay_7_00236,payment,0,27255050,27255050,INR,545101,98118,false,true,1782345600,1782345600,setl_7_012,1782345600,payment settled,,pay_7_00236,UTR700122999,ord_7_00236,,card,,,,
pay_7_00237,payment,0,700000,700000,INR,14000,2520,false,true,1782345600,1782345600,setl_7_012,1782345600,payment settled,,pay_7_00237,UTR700122999,ord_7_00237,,upi,,,,
pay_7_00238,payment,0,700000,700000,INR,14000,2520,false,true,1782345600,1782345600,setl_7_012,1782345600,payment settled,,pay_7_00238,UTR700122999,ord_7_00238,,upi,,,,
pay_7_00239,payment,0,350000,350000,INR,7000,1260,false,true,1782345600,1782345600,setl_7_012,1782345600,payment settled,,pay_7_00239,UTR700122999,ord_7_00239,,upi,,,,
pay_7_00240,payment,0,39799,39799,INR,796,143,false,true,1782345600,1782345600,setl_7_012,1782345600,payment settled,,pay_7_00240,UTR700122999,ord_7_00240,,card,,,,
rfnd_7_00241,refund,39799,0,39799,INR,0,0,false,true,1782345600,1782345600,setl_7_012,1782345600,refund settled,,rfnd_7_00241,UTR700122999,ord_7_00240,,card,,,,
pay_7_00242,payment,0,40000,40000,INR,800,144,false,true,1782345600,1782345600,setl_7_012,1782345600,payment settled,,pay_7_00242,UTR700122999,ord_7_00242,,upi,,,,
pay_7_00243,payment,0,200000,200000,INR,4000,720,false,true,1782345600,1782345600,setl_7_012,1782345600,payment settled,,pay_7_00243,UTR700122999,ord_7_00243,,upi,,,,
pay_7_00244,payment,0,247999,247999,INR,4960,893,false,true,1782345600,1782345600,setl_7_012,1782345600,payment settled,,pay_7_00244,UTR700122999,ord_7_00244,,card,,,,
pay_7_00245,payment,0,60000,60000,INR,1200,216,false,true,1782345600,1782345600,setl_7_012,1782345600,payment settled,,pay_7_00245,UTR700122999,ord_7_00245,,upi,,,,
pay_7_00246,payment,0,31379925,31379925,INR,627598,112968,false,true,1782345600,1782345600,setl_7_012,1782345600,payment settled,,pay_7_00246,UTR700122999,ord_7_00246,,card,,,,
pay_7_00247,payment,0,200000,200000,INR,4000,720,false,true,1782345600,1782345600,setl_7_012,1782345600,payment settled,,pay_7_00247,UTR700122999,ord_7_00247,,upi,,,,
pay_7_00248,payment,0,60000,60000,INR,1200,216,false,true,1782345600,1782345600,setl_7_012,1782345600,payment settled,,pay_7_00248,UTR700122999,ord_7_00248,,upi,,,,
pay_7_00249,payment,0,4122275,4122275,INR,123668,22260,false,true,1782345600,1782345600,setl_7_012,1782345600,payment settled,,pay_7_00249,UTR700122999,ord_7_00249,,intl_card,,,,
rfnd_7_00250,refund,2061138,0,2061138,INR,0,0,false,true,1782345600,1782345600,setl_7_012,1782345600,refund settled,,rfnd_7_00250,UTR700122999,ord_7_00249,,card,,,,
pay_7_00251,payment,0,300000,300000,INR,6000,1080,false,true,1782518400,1782518400,setl_7_013,1782518400,payment settled,,pay_7_00251,UTR700132819,ord_7_00251,,upi,,,,
pay_7_00253,payment,0,200000,200000,INR,4000,720,false,true,1782518400,1782518400,setl_7_013,1782518400,payment settled,,pay_7_00253,UTR700132819,ord_7_00253,,upi,,,,
pay_7_00254,payment,0,70000,70000,INR,1400,252,false,true,1782518400,1782518400,setl_7_013,1782518400,payment settled,,pay_7_00254,UTR700132819,ord_7_00254,,upi,,,,
pay_7_00255,payment,0,1243450,1243450,INR,24869,4476,false,true,1782518400,1782518400,setl_7_013,1782518400,payment settled,,pay_7_00255,UTR700132819,ord_7_00255,,card,,,,
pay_7_00256,payment,0,50000,50000,INR,1000,180,false,true,1782518400,1782518400,setl_7_013,1782518400,payment settled,,pay_7_00256,UTR700132819,ord_7_00256,,upi,,,,
pay_7_00257,payment,0,600000,600000,INR,12000,2160,false,true,1782518400,1782518400,setl_7_013,1782518400,payment settled,,pay_7_00257,UTR700132819,ord_7_00257,,upi,,,,
pay_7_00258,payment,0,437700,437700,INR,8754,1576,false,true,1782518400,1782518400,setl_7_013,1782518400,payment settled,,pay_7_00258,UTR700132819,ord_7_00258,,card,,,,
pay_7_00259,payment,0,489375,489375,INR,9788,1762,false,true,1782518400,1782518400,setl_7_013,1782518400,payment settled,,pay_7_00259,UTR700132819,ord_7_00259,,card,,,,
pay_7_00260,payment,0,47052099,47052099,INR,941042,169388,false,true,1782518400,1782518400,setl_7_013,1782518400,payment settled,,pay_7_00260,UTR700132819,ord_7_00260,,card,,,,
pay_7_00261,payment,0,47052099,47052099,INR,941042,169388,false,true,1782518400,1782518400,setl_7_013,1782518400,payment settled,,pay_7_00261,UTR700132819,ord_7_00260,,card,,,,
pay_7_00262,payment,0,143000,143000,INR,2860,515,false,true,1782518400,1782518400,setl_7_013,1782518400,payment settled,,pay_7_00262,UTR700132819,ord_7_00262,,card,,,,
pay_7_00263,payment,0,526000,526000,INR,10520,1894,false,true,1782518400,1782518400,setl_7_013,1782518400,payment settled,,pay_7_00263,UTR700132819,ord_7_00263,,card,,,,
rfnd_7_00264,refund,526000,0,526000,INR,0,0,false,true,1782518400,1782518400,setl_7_013,1782518400,refund settled,,rfnd_7_00264,UTR700132819,ord_7_00263,,card,,,,
pay_7_00265,payment,0,352850,352850,INR,7057,1270,false,true,1782518400,1782518400,setl_7_013,1782518400,payment settled,,pay_7_00265,UTR700132819,ord_7_00265,,card,,,,
pay_7_00266,payment,0,352850,352850,INR,7057,1270,false,true,1782518400,1782518400,setl_7_013,1782518400,payment settled,,pay_7_00266,UTR700132819,ord_7_00265,,card,,,,
pay_7_00267,payment,0,300000,300000,INR,6000,1080,false,true,1782518400,1782518400,setl_7_013,1782518400,payment settled,,pay_7_00267,UTR700132819,ord_7_00267,,upi,,,,
hold_7_00268,payment,150000,0,150000,INR,0,0,true,true,1782518400,1782518400,setl_7_013,1782518400,chargeback_hold settled,,hold_7_00268,UTR700132819,ord_7_00267,,upi,,,,
pay_7_00269,payment,0,50000,50000,INR,1000,180,false,true,1782518400,1782518400,setl_7_013,1782518400,payment settled,,pay_7_00269,UTR700132819,ord_7_00269,,upi,,,,
pay_7_00271,payment,0,1049550,1049550,INR,31486,5667,false,true,1782518400,1782518400,setl_7_013,1782518400,payment settled,,pay_7_00271,UTR700132819,ord_7_00271,,intl_card,,,,
pay_7_00272,payment,0,3034700,3034700,INR,60694,10925,false,true,1782518400,1782518400,setl_7_013,1782518400,payment settled,,pay_7_00272,UTR700132819,ord_7_00272,,card,,,,
pay_7_00273,payment,0,350000,350000,INR,7000,1260,false,true,1782518400,1782518400,setl_7_013,1782518400,payment settled,,pay_7_00273,UTR700132819,ord_7_00273,,upi,,,,
pay_7_00274,payment,0,70000,70000,INR,1400,252,false,true,1782518400,1782518400,setl_7_013,1782518400,payment settled,,pay_7_00274,UTR700132819,ord_7_00274,,upi,,,,
pay_7_00275,payment,0,400000,400000,INR,8000,1440,false,true,1782518400,1782518400,setl_7_013,1782518400,payment settled,,pay_7_00275,UTR700132819,ord_7_00275,,upi,,,,
pay_7_00276,payment,0,800000,800000,INR,16000,2880,false,true,1782518400,1782518400,setl_7_013,1782518400,payment settled,,pay_7_00276,UTR700132819,ord_7_00276,,upi,,,,
pay_7_00277,payment,0,216825,216825,INR,4336,780,false,true,1782518400,1782518400,setl_7_013,1782518400,payment settled,,pay_7_00277,UTR700132819,ord_7_00277,,card,,,,
rfnd_7_00278,refund,108412,0,108412,INR,0,0,false,true,1782518400,1782518400,setl_7_013,1782518400,refund settled,,rfnd_7_00278,UTR700132819,ord_7_00277,,card,,,,
pay_7_00279,payment,0,600000,600000,INR,12000,2160,false,true,1782691200,1782691200,setl_7_014,1782691200,payment settled,,pay_7_00279,UTR700143900,ord_7_00279,,upi,,,,
pay_7_00280,payment,0,800000,800000,INR,16000,2880,false,true,1782691200,1782691200,setl_7_014,1782691200,payment settled,,pay_7_00280,UTR700143900,ord_7_00280,,upi,,,,
pay_7_00281,payment,0,1900125,1900125,INR,38002,6840,false,true,1782691200,1782691200,setl_7_014,1782691200,payment settled,,pay_7_00281,UTR700143900,ord_7_00281,,netbanking,,,,
pay_7_00282,payment,0,500000,500000,INR,10000,1800,false,true,1782691200,1782691200,setl_7_014,1782691200,payment settled,,pay_7_00282,UTR700143900,ord_7_00282,,upi,,,,
pay_7_00283,payment,0,400000,400000,INR,8000,1440,false,true,1782691200,1782691200,setl_7_014,1782691200,payment settled,,pay_7_00283,UTR700143900,ord_7_00283,,upi,,,,
pay_7_00284,payment,0,50000,50000,INR,1000,180,false,true,1782691200,1782691200,setl_7_014,1782691200,payment settled,,pay_7_00284,UTR700143900,ord_7_00284,,upi,,,,
pay_7_00286,payment,0,21773299,21773299,INR,435466,78384,false,true,1782691200,1782691200,setl_7_014,1782691200,payment settled,,pay_7_00286,UTR700143900,ord_7_00286,,netbanking,,,,
pay_7_00287,payment,0,600000,600000,INR,12000,2160,false,true,1782691200,1782691200,setl_7_014,1782691200,payment settled,,pay_7_00287,UTR700143900,ord_7_00287,,upi,,,,
pay_7_00288,payment,0,22299,22299,INR,446,80,false,true,1782691200,1782691200,setl_7_014,1782691200,payment settled,,pay_7_00288,UTR700143900,ord_7_00288,,card,,,,
pay_7_00289,payment,0,500000,500000,INR,10000,1800,false,true,1782691200,1782691200,setl_7_014,1782691200,payment settled,,pay_7_00289,UTR700143900,ord_7_00289,,upi,,,,
pay_7_00290,payment,0,11399,11399,INR,228,41,false,true,1782691200,1782691200,setl_7_014,1782691200,payment settled,,pay_7_00290,UTR700143900,ord_7_00290,,card,,,,
pay_7_00291,payment,0,400000,400000,INR,8000,1440,false,true,1782691200,1782691200,setl_7_014,1782691200,payment settled,,pay_7_00291,UTR700143900,ord_7_00291,,upi,,,,
pay_7_00292,payment,0,1954849,1954849,INR,58645,10556,false,true,1782691200,1782691200,setl_7_014,1782691200,payment settled,,pay_7_00292,UTR700143900,ord_7_00292,,intl_card,,,,
rfnd_7_00294,refund,977424,0,977424,INR,0,0,false,true,1782691200,1782691200,setl_7_014,1782691200,refund settled,,rfnd_7_00294,UTR700143900,ord_7_00292,,card,,,,
rfnd_7_00285,refund,25000,0,25000,INR,0,0,false,true,1782864000,1782864000,setl_7_015,1782864000,refund settled,,rfnd_7_00285,,ord_7_00284,,card,,,,
pay_7_00295,payment,0,6000,6000,INR,120,22,false,true,1782864000,1782864000,setl_7_015,1782864000,payment settled,,pay_7_00295,,ord_7_00295,,card,,,,
pay_7_00296,payment,0,1587350,1587350,INR,31747,5714,false,true,1782864000,1782864000,setl_7_015,1782864000,payment settled,,pay_7_00296,,ord_7_00296,,card,,,,
pay_7_00297,payment,0,50000,50000,INR,1000,180,false,true,1782864000,1782864000,setl_7_015,1782864000,payment settled,,pay_7_00297,,ord_7_00297,,upi,,,,
pay_7_00298,payment,0,1482875,1482875,INR,29658,5338,false,true,1782864000,1782864000,setl_7_015,1782864000,payment settled,,pay_7_00298,,ord_7_00298,,netbanking,,,,
pay_7_00299,payment,0,60000,60000,INR,1200,216,false,true,1782864000,1782864000,setl_7_015,1782864000,payment settled,,pay_7_00299,,ord_7_00299,,upi,,,,
pay_7_00300,payment,0,1346875,1346875,INR,40406,7273,false,true,1782864000,1782864000,setl_7_015,1782864000,payment settled,,pay_7_00300,,ord_7_00300,,intl_card,,,,
pay_7_00301,payment,0,50000,50000,INR,1000,180,false,true,1782864000,1782864000,setl_7_015,1782864000,payment settled,,pay_7_00301,,ord_7_00301,,upi,,,,
pay_7_00302,payment,0,450000,450000,INR,9000,1620,false,true,1782864000,1782864000,setl_7_015,1782864000,payment settled,,pay_7_00302,,ord_7_00302,,upi,,,,
rfnd_7_00303,refund,450000,0,450000,INR,0,0,false,true,1782864000,1782864000,setl_7_015,1782864000,refund settled,,rfnd_7_00303,,ord_7_00302,,card,,,,
pay_7_00304,payment,0,50000,50000,INR,1000,180,false,true,1782864000,1782864000,setl_7_015,1782864000,payment settled,,pay_7_00304,,ord_7_00304,,upi,,,,
pay_7_00305,payment,0,263749,263749,INR,5275,950,false,true,1782864000,1782864000,setl_7_015,1782864000,payment settled,,pay_7_00305,,ord_7_00305,,netbanking,,,,
rfnd_7_00306,refund,65937,0,65937,INR,0,0,false,true,1782864000,1782864000,setl_7_015,1782864000,refund settled,,rfnd_7_00306,,ord_7_00305,,card,,,,
pay_7_00307,payment,0,1806949,1806949,INR,36139,6505,false,true,1782864000,1782864000,setl_7_015,1782864000,payment settled,,pay_7_00307,,ord_7_00307,,card,,,,
pay_7_00308,payment,0,800000,800000,INR,16000,2880,false,true,1782864000,1782864000,setl_7_015,1782864000,payment settled,,pay_7_00308,,ord_7_00308,,upi,,,,
pay_7_00309,payment,0,50000,50000,INR,1000,180,false,true,1782864000,1782864000,setl_7_015,1782864000,payment settled,,pay_7_00309,,ord_7_00309,,upi,,,,
pay_7_00310,payment,0,80000,80000,INR,1600,288,false,true,1782864000,1782864000,setl_7_015,1782864000,payment settled,,pay_7_00310,,ord_7_00310,,upi,,,,
pay_7_00311,payment,0,6550,6550,INR,131,24,false,true,1782864000,1782864000,setl_7_015,1782864000,payment settled,,pay_7_00311,,ord_7_00311,,card,,,,
pay_7_00312,payment,0,1325899,1325899,INR,26518,4773,false,true,1782864000,1782864000,setl_7_015,1782864000,payment settled,,pay_7_00312,,ord_7_00312,,card,,,,
pay_7_00313,payment,0,300000,300000,INR,6000,1080,false,true,1783036800,1783036800,setl_7_016,1783036800,payment settled,,pay_7_00313,UTR700164491,ord_7_00313,,upi,,,,
pay_7_00314,payment,0,10707775,10707775,INR,214156,38548,false,true,1783036800,1783036800,setl_7_016,1783036800,payment settled,,pay_7_00314,UTR700164491,ord_7_00314,,card,,,,
pay_7_00315,payment,0,3344700,3344700,INR,66894,12041,false,true,1783036800,1783036800,setl_7_016,1783036800,payment settled,,pay_7_00315,UTR700164491,ord_7_00315,,netbanking,,,,
pay_7_00316,payment,0,80000,80000,INR,1600,288,false,true,1783036800,1783036800,setl_7_016,1783036800,payment settled,,pay_7_00316,UTR700164491,ord_7_00316,,upi,,,,
