txn_id,settlement_batch_id,utr,txn_type,gross_amount,fee,gst_on_fee,settled_on,order_id,method
pay_7_00263,setl_7_013,UTR700132819,payment,5260.00,105.20,18.94,2026-06-27,ord_7_00263,card
rfnd_7_00264,setl_7_013,UTR700132819,refund,5260.00,0.00,0.00,2026-06-27,ord_7_00263,card
pay_7_00265,setl_7_013,UTR700132819,payment,3528.50,70.57,12.70,2026-06-27,ord_7_00265,card
pay_7_00266,setl_7_013,UTR700132819,payment,3528.50,70.57,12.70,2026-06-27,ord_7_00265,card
pay_7_00267,setl_7_013,UTR700132819,payment,3000.00,60.00,10.80,2026-06-27,ord_7_00267,upi
hold_7_00268,setl_7_013,UTR700132819,chargeback_hold,1500.00,0.00,0.00,2026-06-27,ord_7_00267,upi
pay_7_00269,setl_7_013,UTR700132819,payment,500.00,10.00,1.80,2026-06-27,ord_7_00269,upi
pay_7_00271,setl_7_013,UTR700132819,payment,10495.50,314.86,56.67,2026-06-27,ord_7_00271,intl_card
pay_7_00272,setl_7_013,UTR700132819,payment,30347.00,606.94,109.25,2026-06-27,ord_7_00272,card
pay_7_00273,setl_7_013,UTR700132819,payment,3500.00,70.00,12.60,2026-06-27,ord_7_00273,upi
pay_7_00274,setl_7_013,UTR700132819,payment,700.00,14.00,2.52,2026-06-27,ord_7_00274,upi
pay_7_00275,setl_7_013,UTR700132819,payment,4000.00,80.00,14.40,2026-06-27,ord_7_00275,upi
pay_7_00276,setl_7_013,UTR700132819,payment,8000.00,160.00,28.80,2026-06-27,ord_7_00276,upi
pay_7_00277,setl_7_013,UTR700132819,payment,2168.25,43.36,7.80,2026-06-27,ord_7_00277,card
rfnd_7_00278,setl_7_013,UTR700132819,refund,1084.12,0.00,0.00,2026-06-27,ord_7_00277,card
pay_7_00279,setl_7_014,UTR700143900,payment,6000.00,120.00,21.60,2026-06-29,ord_7_00279,upi
pay_7_00280,setl_7_014,UTR700143900,payment,8000.00,160.00,28.80,2026-06-29,ord_7_00280,upi
pay_7_00281,setl_7_014,UTR700143900,payment,19001.25,380.02,68.40,2026-06-29,ord_7_00281,netbanking
pay_7_00282,setl_7_014,UTR700143900,payment,5000.00,100.00,18.00,2026-06-29,ord_7_00282,upi
pay_7_00283,setl_7_014,UTR700143900,payment,4000.00,80.00,14.40,2026-06-29,ord_7_00283,upi
pay_7_00284,setl_7_014,UTR700143900,payment,500.00,10.00,1.80,2026-06-29,ord_7_00284,upi
pay_7_00286,setl_7_014,UTR700143900,payment,217732.99,4354.66,783.84,2026-06-29,ord_7_00286,netbanking
pay_7_00287,setl_7_014,UTR700143900,payment,6000.00,120.00,21.60,2026-06-29,ord_7_00287,upi
pay_7_00288,setl_7_014,UTR700143900,payment,222.99,4.46,0.80,2026-06-29,ord_7_00288,card
pay_7_00289,setl_7_014,UTR700143900,payment,5000.00,100.00,18.00,2026-06-29,ord_7_00289,upi
pay_7_00290,setl_7_014,UTR700143900,payment,113.99,2.28,0.41,2026-06-29,ord_7_00290,card
pay_7_00291,setl_7_014,UTR700143900,payment,4000.00,80.00,14.40,2026-06-29,ord_7_00291,upi
pay_7_00292,setl_7_014,UTR700143900,payment,19548.49,586.45,105.56,2026-06-29,ord_7_00292,intl_card
rfnd_7_00294,setl_7_014,UTR700143900,refund,9774.24,0.00,0.00,2026-06-29,ord_7_00292,card
rfnd_7_00285,setl_7_015,,refund,250.00,0.00,0.00,2026-07-01,ord_7_00284,card
pay_7_00295,setl_7_015,,payment,60.00,1.20,0.22,2026-07-01,ord_7_00295,card
pay_7_00296,setl_7_015,,payment,15873.50,317.47,57.14,2026-07-01,ord_7_00296,card
pay_7_00297,setl_7_015,,payment,500.00,10.00,1.80,2026-07-01,ord_7_00297,upi
pay_7_00298,setl_7_015,,payment,14828.75,296.58,53.38,2026-07-01,ord_7_00298,netbanking
pay_7_00299,setl_7_015,,payment,600.00,12.00,2.16,2026-07-01,ord_7_00299,upi
pay_7_00300,setl_7_015,,payment,13468.75,404.06,72.73,2026-07-01,ord_7_00300,intl_card
pay_7_00301,setl_7_015,,payment,500.00,10.00,1.80,2026-07-01,ord_7_00301,upi
pay_7_00302,setl_7_015,,payment,4500.00,90.00,16.20,2026-07-01,ord_7_00302,upi
rfnd_7_00303,setl_7_015,,refund,4500.00,0.00,0.00,2026-07-01,ord_7_00302,card
pay_7_00304,setl_7_015,,payment,500.00,10.00,1.80,2026-07-01,ord_7_00304,upi
pay_7_00305,setl_7_015,,payment,2637.49,52.75,9.50,2026-07-01,ord_7_00305,netbanking
rfnd_7_00306,setl_7_015,,refund,659.37,0.00,0.00,2026-07-01,ord_7_00305,card
pay_7_00307,setl_7_015,,payment,18069.49,361.39,65.05,2026-07-01,ord_7_00307,card
pay_7_00308,setl_7_015,,payment,8000.00,160.00,28.80,2026-07-01,ord_7_00308,upi
pay_7_00309,setl_7_015,,payment,500.00,10.00,1.80,2026-07-01,ord_7_00309,upi
pay_7_00310,setl_7_015,,payment,800.00,16.00,2.88,2026-07-01,ord_7_00310,upi
pay_7_00311,setl_7_015,,payment,65.50,1.31,0.24,2026-07-01,ord_7_00311,card
pay_7_00312,setl_7_015,,payment,13258.99,265.18,47.73,2026-07-01,ord_7_00312,card
pay_7_00313,setl_7_016,UTR700164491,payment,3000.00,60.00,10.80,2026-07-03,ord_7_00313,upi
pay_7_00314,setl_7_016,UTR700164491,payment,107077.75,2141.56,385.48,2026-07-03,ord_7_00314,card
pay_7_00315,setl_7_016,UTR700164491,payment,33447.00,668.94,120.41,2026-07-03,ord_7_00315,netbanking
pay_7_00316,setl_7_016,UTR700164491,payment,800.00,16.00,2.88,2026-07-03,ord_7_00316,upi
pay_7_00317,setl_7_016,UTR700164491,payment,181.49,5.44,0.98,2026-07-03,ord_7_00317,intl_card
pay_7_00318,setl_7_016,UTR700164491,payment,49183.25,1721.41,309.85,2026-07-03,ord_7_00318,intl_card
pay_7_00319,setl_7_016,UTR700164491,payment,61.49,1.23,0.22,2026-07-03,ord_7_00319,netbanking
pay_7_00320,setl_7_016,UTR700164491,payment,145506.49,2910.13,523.82,2026-07-03,ord_7_00320,card
pay_7_00321,setl_7_016,UTR700164491,payment,86213.99,1724.28,310.37,2026-07-03,ord_7_00321,card
hold_7_00322,setl_7_016,UTR700164491,chargeback_hold,43107.00,0.00,0.00,2026-07-03,ord_7_00321,card
pay_7_00323,setl_7_016,UTR700164491,payment,36.50,0.73,0.13,2026-07-03,ord_7_00323,netbanking
rfnd_7_00324,setl_7_016,UTR700164491,refund,18.25,0.00,0.00,2026-07-03,ord_7_00323,card
pay_7_00325,setl_7_016,UTR700164491,payment,7915.49,237.46,42.74,2026-07-03,ord_7_00325,intl_card
pay_7_00326,setl_7_016,UTR700164491,payment,500.00,10.00,1.80,2026-07-03,ord_7_00326,upi
pay_7_00327,setl_7_017,UTR700171990,payment,694.75,13.90,2.50,2026-07-05,ord_7_00327,card
rfnd_7_00328,setl_7_017,UTR700171990,refund,173.69,0.00,0.00,2026-07-05,ord_7_00327,card
pay_7_00329,setl_7_017,UTR700171990,payment,2280.49,45.61,8.21,2026-07-05,ord_7_00329,card
pay_7_00330,setl_7_017,UTR700171990,payment,5000.00,100.00,18.00,2026-07-05,ord_7_00330,upi
pay_7_00331,setl_7_017,UTR700171990,payment,24625.99,492.52,88.65,2026-07-05,ord_7_00331,netbanking
rfnd_7_00332,setl_7_017,UTR700171990,refund,24625.99,0.00,0.00,2026-07-05,ord_7_00331,card
pay_7_00333,setl_7_017,UTR700171990,payment,3500.00,70.00,12.60,2026-07-05,ord_7_00333,upi
pay_7_00334,setl_7_017,UTR700171990,payment,3000.00,60.00,10.80,2026-07-05,ord_7_00334,upi
pay_7_00335,setl_7_017,UTR700171990,payment,2000.00,40.00,7.20,2026-07-05,ord_7_00335,upi
pay_7_00336,setl_7_017,UTR700171990,payment,8000.00,160.00,28.80,2026-07-05,ord_7_00336,upi
pay_7_00337,setl_7_017,UTR700171990,payment,631.50,12.63,2.27,2026-07-05,ord_7_00337,card
pay_7_00338,setl_7_017,UTR700171990,payment,6000.00,120.00,21.60,2026-07-05,ord_7_00338,upi
pay_7_00339,setl_7_017,UTR700171990,payment,12276.75,245.54,44.20,2026-07-05,ord_7_00339,card
pay_7_00340,setl_7_017,UTR700171990,payment,448.49,8.97,1.61,2026-07-05,ord_7_00340,card
pay_7_00341,setl_7_017,UTR700171990,payment,300.00,6.00,1.08,2026-07-05,ord_7_00341,upi
pay_7_00342,setl_7_017,UTR700171990,payment,4000.00,80.00,14.40,2026-07-05,ord_7_00342,upi
pay_7_00343,setl_7_017,UTR700171990,payment,128001.00,2560.02,460.80,2026-07-05,ord_7_00343,card
pay_7_00345,setl_7_017,UTR700171990,payment,76402.50,1528.05,275.05,2026-07-05,ord_7_00345,card
pay_7_00346,setl_7_017,UTR700171990,payment,5000.00,100.00,18.00,2026-07-05,ord_7_00346,upi
pay_7_00347,setl_7_017,UTR700171990,payment,473101.00,14193.03,2554.75,2026-07-05,ord_7_00347,intl_card
rfnd_7_00344,setl_7_018,UTR700188422,refund,32000.25,0.00,0.00,2026-07-07,ord_7_00343,card
pay_7_00348,setl_7_018,UTR700188422,payment,600.00,12.00,2.16,2026-07-07,ord_7_00348,upi
pay_7_00349,setl_7_018,UTR700188422,payment,200.00,4.00,0.72,2026-07-07,ord_7_00349,upi
pay_7_00350,setl_7_018,UTR700188422,payment,72.25,1.44,0.26,2026-07-07,ord_7_00350,card
pay_7_00351,setl_7_018,UTR700188422,payment,9000.00,180.00,32.40,2026-07-07,ord_7_00351,upi
hold_7_00352,setl_7_018,UTR700188422,chargeback_hold,4500.00,0.00,0.00,2026-07-07,ord_7_00351,upi
pay_7_00353,setl_7_018,UTR700188422,payment,153574.00,4607.22,829.30,2026-07-07,ord_7_00353,intl_card
pay_7_00354,setl_7_018,UTR700188422,payment,153574.00,3071.48,552.87,2026-07-07,ord_7_00353,card
pay_7_00355,setl_7_018,UTR700188422,payment,6028.00,120.56,21.70,2026-07-07,ord_7_00355,card
pay_7_00356,setl_7_018,UTR700188422,payment,400.00,8.00,1.44,2026-07-07,ord_7_00356,upi
pay_7_00357,setl_7_018,UTR700188422,payment,2000.00,40.00,7.20,2026-07-07,ord_7_00357,upi
pay_7_00358,setl_7_018,UTR700188422,payment,3500.00,70.00,12.60,2026-07-07,ord_7_00358,upi
pay_7_00359,setl_7_018,UTR700188422,payment,31.49,0.63,0.11,2026-07-07,ord_7_00359,card
pay_7_00360,setl_7_018,UTR700188422,payment,69.49,1.39,0.25,2026-07-07,ord_7_00360,card
pay_7_00361,setl_7_018,UTR700188422,payment,8000.00,160.00,28.80,2026-07-07,ord_7_00361,upi
pay_7_00362,setl_7_018,UTR700188422,payment,4500.00,90.00,16.20,2026-07-07,ord_7_00362,upi
pay_7_00363,setl_7_018,UTR700188422,payment,8000.00,160.00,28.80,2026-07-07,ord_7_00363,upi
pay_7_00364,setl_7_018,UTR700188422,payment,1033.00,20.66,3.72,2026-07-07,ord_7_00364,card
pay_7_00365,setl_7_018,UTR700188422,payment,93425.99,1868.52,336.33,2026-07-07,ord_7_00365,netbanking
pay_7_00366,setl_7_018,UTR700188422,payment,9000.00,180.00,32.40,2026-07-07,ord_7_00366,upi
rfnd_7_00367,setl_7_018,UTR700188422,refund,2250.00,0.00,0.00,2026-07-07,ord_7_00366,card
pay_7_00368,setl_7_019,UTR700194893,payment,2000.00,40.00,7.20,2026-07-09,ord_7_00368,upi
pay_7_00369,setl_7_019,UTR700194893,payment,800.00,16.00,2.88,2026-07-09,ord_7_00369,upi
pay_7_00370,setl_7_019,UTR700194893,payment,59514.00,1190.28,214.25,2026-07-09,ord_7_00370,card
pay_7_00371,setl_7_019,UTR700194893,payment,4000.00,80.00,14.40,2026-07-09,ord_7_00371,upi
pay_7_00372,setl_7_019,UTR700194893,payment,7000.00,140.00,25.20,2026-07-09,ord_7_00372,upi
pay_7_00373,setl_7_019,UTR700194893,payment,265948.99,5318.98,957.42,2026-07-09,ord_7_00373,netbanking
pay_7_00374,setl_7_019,UTR700194893,payment,2500.00,50.00,9.00,2026-07-09,ord_7_00374,upi
pay_7_00375,setl_7_019,UTR700194893,payment,200.00,4.00,0.72,2026-07-09,ord_7_00375,upi
pay_7_00376,setl_7_019,UTR700194893,payment,7000.00,140.00,25.20,2026-07-09,ord_7_00376,upi
pay_7_00377,setl_7_019,UTR700194893,payment,420675.00,12620.25,2271.64,2026-07-09,ord_7_00377,intl_card
pay_7_00378,setl_7_019,UTR700194893,payment,4309.50,86.19,15.51,2026-07-09,ord_7_00378,card
pay_7_00379,setl_7_019,UTR700194893,payment,107.00,2.14,0.39,2026-07-09,ord_7_00379,card
pay_7_00380,setl_7_019,UTR700194893,payment,210.99,4.22,0.76,2026-07-09,ord_7_00380,card
pay_7_00381,setl_7_020,UTR700208448,payment,35466.00,709.32,127.68,2026-07-11,ord_7_00381,netbanking
rfnd_7_00382,setl_7_020,UTR700208448,refund,8866.50,0.00,0.00,2026-07-11,ord_7_00381,card
pay_7_00383,setl_7_020,UTR700208448,payment,34.99,0.70,0.13,2026-07-11,ord_7_00383,card
pay_7_00384,setl_7_020,UTR700208448,payment,103826.00,2076.52,373.77,2026-07-11,ord_7_00384,card
rfnd_7_00385,setl_7_020,UTR700208448,refund,103826.00,0.00,0.00,2026-07-11,ord_7_00384,card
pay_7_00386,setl_7_020,UTR700208448,payment,366.50,7.33,1.32,2026-07-11,ord_7_00386,card
pay_7_00387,setl_7_020,UTR700208448,payment,288.49,5.77,1.04,2026-07-11,ord_7_00387,card
pay_7_00388,setl_7_020,UTR700208448,payment,294522.99,8835.69,1590.42,2026-07-11,ord_7_00388,intl_card
pay_7_00389,setl_7_020,UTR700208448,payment,2000.00,40.00,7.20,2026-07-11,ord_7_00389,upi
pay_7_00390,setl_7_020,UTR700208448,payment,17667.49,353.35,63.60,2026-07-11,ord_7_00390,card
rfnd_7_00391,setl_7_020,UTR700208448,refund,8833.74,0.00,0.00,2026-07-11,ord_7_00390,card
pay_7_00392,setl_7_020,UTR700208448,payment,570.49,11.41,2.05,2026-07-11,ord_7_00392,card
pay_7_00393,setl_7_020,UTR700208448,payment,240254.00,4805.08,864.91,2026-07-11,ord_7_00393,card
pay_7_00394,setl_7_020,UTR700208448,payment,600.00,12.00,2.16,2026-07-11,ord_7_00394,upi
pay_7_00395,setl_7_020,UTR700208448,payment,89.00,1.78,0.32,2026-07-11,ord_7_00395,card
pay_7_00396,setl_7_020,UTR700208448,payment,2000.00,40.00,7.20,2026-07-11,ord_7_00396,upi
pay_7_00397,setl_7_020,UTR700208448,payment,500.00,10.00,1.80,2026-07-11,ord_7_00397,upi
pay_7_00398,setl_7_020,UTR700208448,payment,2500.00,50.00,9.00,2026-07-11,ord_7_00398,upi
pay_7_00399,setl_7_020,UTR700208448,payment,1000.00,20.00,3.60,2026-07-11,ord_7_00399,upi
pay_7_00400,setl_7_020,UTR700208448,payment,900.00,18.00,3.24,2026-07-11,ord_7_00400,upi
pay_7_00401,setl_7_020,UTR700208448,payment,61249.99,1225.00,220.50,2026-07-11,ord_7_00401,netbanking
pay_7_00402,setl_7_020,UTR700208448,payment,8000.00,160.00,28.80,2026-07-11,ord_7_00402,upi
pay_7_00404,setl_7_020,UTR700208448,payment,600.00,12.00,2.16,2026-07-11,ord_7_00404,upi
pay_7_00406,setl_7_020,UTR700208448,payment,4965.25,99.30,17.87,2026-07-11,ord_7_00406,netbanking
pay_7_00407,setl_7_020,UTR700208448,payment,73.99,2.22,0.40,2026-07-11,ord_7_00407,intl_card
rfnd_7_00403,setl_7_021,,refund,8000.00,0.00,0.00,2026-07-13,ord_7_00402,card
rfnd_7_00405,setl_7_021,,refund,300.00,0.00,0.00,2026-07-13,ord_7_00404,card
pay_7_00408,setl_7_021,,payment,91386.75,2741.60,493.49,2026-07-13,ord_7_00408,intl_card
rfnd_7_00409,setl_7_021,,refund,45693.38,0.00,0.00,2026-07-13,ord_7_00408,card
pay_7_00410,setl_7_021,,payment,8000.00,160.00,28.80,2026-07-13,ord_7_00410,upi
pay_7_00411,setl_7_021,,payment,61147.75,1222.96,220.13,2026-07-13,ord_7_00411,card
pay_7_00412,setl_7_021,,payment,66066.99,1321.34,237.84,2026-07-13,ord_7_00412,card
pay_7_00413,setl_7_021,,payment,66066.99,1321.34,237.84,2026-07-13,ord_7_00412,card
pay_7_00415,setl_7_021,,payment,1627.25,32.54,5.86,2026-07-13,ord_7_00415,card
pay_7_00416,setl_7_021,,payment,4000.00,80.00,14.40,2026-07-13,ord_7_00416,upi
pay_7_00417,setl_7_021,,payment,2000.00,40.00,7.20,2026-07-13,ord_7_00417,upi
pay_7_00418,setl_7_021,,payment,663.49,13.27,2.39,2026-07-13,ord_7_00418,card
pay_7_00420,setl_7_021,,payment,2490.75,49.82,8.97,2026-07-13,ord_7_00420,card
pay_7_00421,setl_7_021,,payment,111.75,2.24,0.40,2026-07-13,ord_7_00421,netbanking
pay_7_00422,setl_7_021,,payment,18554.99,371.10,66.80,2026-07-13,ord_7_00422,card
pay_7_00423,setl_7_021,,payment,35.75,0.72,0.13,2026-07-13,ord_7_00423,netbanking
pay_7_00424,setl_7_021,,payment,2596.25,64.91,11.68,2026-07-13,ord_7_00424,card
pay_7_00425,setl_7_021,,payment,42896.99,1286.91,231.64,2026-07-13,ord_7_00425,intl_card
pay_7_00426,setl_7_022,UTR700226902,payment,144.49,2.89,0.52,2026-07-15,ord_7_00426,card
rfnd_7_00427,setl_7_022,UTR700226902,refund,72.24,0.00,0.00,2026-07-15,ord_7_00426,card
pay_7_00428,setl_7_022,UTR700226902,payment,157.25,3.14,0.57,2026-07-15,ord_7_00428,netbanking
pay_7_00429,setl_7_022,UTR700226902,payment,3000.00,60.00,10.80,2026-07-15,ord_7_00429,upi
pay_7_00430,setl_7_022,UTR700226902,payment,89.49,1.79,0.32,2026-07-15,ord_7_00430,card
pay_7_00431,setl_7_022,UTR700226902,payment,2899.49,57.99,10.44,2026-07-15,ord_7_00431,netbanking
pay_7_00432,setl_7_022,UTR700226902,payment,200.00,4.00,0.72,2026-07-15,ord_7_00432,upi
pay_7_00433,setl_7_022,UTR700226902,payment,7000.00,140.00,25.20,2026-07-15,ord_7_00433,upi
pay_7_00434,setl_7_022,UTR700226902,payment,55899.50,1117.99,201.24,2026-07-15,ord_7_00434,netbanking
pay_7_00435,setl_7_022,UTR700226902,payment,30462.00,609.24,109.66,2026-07-15,ord_7_00435,card
pay_7_00437,setl_7_022,UTR700226902,payment,30.49,0.61,0.11,2026-07-15,ord_7_00437,card
pay_7_00438,setl_7_022,UTR700226902,payment,5000.00,100.00,18.00,2026-07-15,ord_7_00438,upi
pay_7_00439,setl_7_022,UTR700226902,payment,490.99,9.82,1.77,2026-07-15,ord_7_00439,card
pay_7_00440,setl_7_022,UTR700226902,payment,426.00,8.52,1.53,2026-07-15,ord_7_00440,netbanking
rfnd_7_00436,setl_7_023,UTR700239247,refund,15231.00,0.00,0.00,2026-07-17,ord_7_00435,card
rfnd_7_00441,setl_7_023,UTR700239247,refund,106.50,0.00,0.00,2026-07-17,ord_7_00440,card
pay_7_00442,setl_7_023,UTR700239247,payment,9312.49,186.25,33.52,2026-07-17,ord_7_00442,netbanking
pay_7_00443,setl_7_023,UTR700239247,payment,900.00,18.00,3.24,2026-07-17,ord_7_00443,upi
pay_7_00444,setl_7_023,UTR700239247,payment,3000.00,60.00,10.80,2026-07-17,ord_7_00444,upi
pay_7_00445,setl_7_023,UTR700239247,payment,19582.00,391.64,70.50,2026-07-17,ord_7_00445,netbanking
pay_7_00446,setl_7_023,UTR700239247,payment,2475.99,49.52,8.91,2026-07-17,ord_7_00446,netbanking
pay_7_00447,setl_7_023,UTR700239247,payment,5000.00,100.00,18.00,2026-07-17,ord_7_00447,upi
pay_7_00448,setl_7_023,UTR700239247,payment,62532.00,1250.64,225.12,2026-07-17,ord_7_00448,netbanking
pay_7_00450,setl_7_023,UTR700239247,payment,4000.00,80.00,14.40,2026-07-17,ord_7_00450,upi
pay_7_00451,setl_7_023,UTR700239247,payment,187282.75,3745.66,674.22,2026-07-17,ord_7_00451,card
pay_7_00452,setl_7_023,UTR700239247,payment,67.25,1.34,0.24,2026-07-17,ord_7_00452,card
pay_7_00453,setl_7_023,UTR700239247,payment,229.25,4.58,0.82,2026-07-17,ord_7_00453,card
pay_7_00454,setl_7_023,UTR700239247,payment,34757.00,695.14,125.13,2026-07-17,ord_7_00454,netbanking
pay_7_00455,setl_7_023,UTR700239247,payment,34757.00,695.14,125.13,2026-07-17,ord_7_00454,card
pay_7_00456,setl_7_023,UTR700239247,payment,32.75,0.98,0.18,2026-07-17,ord_7_00456,intl_card
pay_7_00457,setl_7_023,UTR700239247,payment,805.49,16.11,2.90,2026-07-17,ord_7_00457,netbanking
pay_7_00458,setl_7_023,UTR700239247,payment,82.49,1.65,0.30,2026-07-17,ord_7_00458,netbanking
pay_7_00459,setl_7_024,UTR700244928,payment,8000.00,160.00,28.80,2026-07-19,ord_7_00459,upi
pay_7_00461,setl_7_024,UTR700244928,payment,14234.99,284.70,51.25,2026-07-19,ord_7_00461,card
hold_7_00462,setl_7_024,UTR700244928,chargeback_hold,7117.50,0.00,0.00,2026-07-19,ord_7_00461,card
pay_7_00463,setl_7_024,UTR700244928,payment,282221.00,5644.42,1016.00,2026-07-19,ord_7_00463,card
pay_7_00464,setl_7_024,UTR700244928,payment,3153.00,63.06,11.35,2026-07-19,ord_7_00464,card
pay_7_00465,setl_7_024,UTR700244928,payment,4260.50,97.99,17.64,2026-07-19,ord_7_00465,netbanking
pay_7_00466,setl_7_024,UTR700244928,payment,71205.00,1424.10,256.34,2026-07-19,ord_7_00466,card
pay_7_00467,setl_7_024,UTR700244928,payment,185.49,3.71,0.67,2026-07-19,ord_7_00467,netbanking
rfnd_7_00468,setl_7_024,UTR700244928,refund,185.49,0.00,0.00,2026-07-19,ord_7_00467,card
pay_7_00469,setl_7_024,UTR700244928,payment,500.00,10.00,1.80,2026-07-19,ord_7_00469,upi
pay_7_00470,setl_7_024,UTR700244928,payment,300.00,6.00,1.08,2026-07-19,ord_7_00470,upi
pay_7_00471,setl_7_024,UTR700244928,payment,300.00,6.00,1.08,2026-07-19,ord_7_00471,upi
pay_7_00472,setl_7_024,UTR700244928,payment,152928.00,3058.56,550.54,2026-07-19,ord_7_00472,card
rfnd_7_00473,setl_7_024,UTR700244928,refund,76464.00,0.00,0.00,2026-07-19,ord_7_00472,card
pay_7_00474,setl_7_024,UTR700244928,payment,2222.99,44.46,8.00,2026-07-19,ord_7_00474,card
pay_7_00475,setl_7_024,UTR700244928,payment,5000.00,100.00,18.00,2026-07-19,ord_7_00475,upi
pay_7_00476,setl_7_024,UTR700244928,payment,1000.00,20.00,3.60,2026-07-19,ord_7_00476,upi
pay_7_00477,setl_7_024,UTR700244928,payment,50.99,1.02,0.18,2026-07-19,ord_7_00477,card
rfnd_7_00478,setl_7_024,UTR700244928,refund,50.99,0.00,0.00,2026-07-19,ord_7_00477,card
pay_7_00479,setl_7_024,UTR700244928,payment,46229.00,924.58,166.42,2026-07-19,ord_7_00479,card
pay_7_00480,setl_7_024,UTR700244928,payment,301826.25,6036.52,1086.57,2026-07-19,ord_7_00480,card
pay_7_00481,setl_7_024,UTR700244928,payment,301826.25,6036.52,1086.57,2026-07-19,ord_7_00480,card
pay_7_00482,setl_7_024,UTR700244928,payment,353429.99,7068.60,1272.35,2026-07-19,ord_7_00482,card
pay_7_00483,setl_7_024,UTR700244928,payment,4000.00,80.00,14.40,2026-07-19,ord_7_00483,upi
